teff,logg,mh,alpha,vmic,vsini,Li,C,N,O,Na,Al,Mg,Si,Ti,K,Ca,Mn,Cr,Ni,S,V,Sc,Ba,La,Eu,Y,Zn,Zr,Cu
4960,1.11,-2.35,-0.28,1.42,9,-13.726,-6.256,-6.436,-5.276,-8.426,-8.126,-7.126,-7.286,-9.906,-9.096,-8.316,-8.706,-9.076,-8.436,-7.446,-10.476,-11.076,-12.476,-13.146,-14.026,-12.136,-10.036,-11.906,-10.626
6260,1.27,-2.32,0.08,2.02,9,-13.726,-6.126,-6.046,-5.416,-7.856,-8.056,-7.056,-6.376,-8.946,-8.896,-7.616,-9.336,-9.046,-7.856,-7.036,-9.966,-11.456,-12.536,-13.466,-13.766,-12.046,-9.646,-11.566,-10.036
6140,2.61,-2.32,0.44,1.76,9,-13.726,-5.646,-6.916,-5.556,-8.506,-7.906,-6.326,-6.556,-9.456,-9.446,-7.606,-9.006,-8.956,-8.366,-6.946,-10.446,-11.366,-11.876,-13.596,-13.896,-11.986,-9.736,-11.876,-9.596
5070,3.78,-2.44,-0.24,0.94,9,-13.726,-6.446,-6.586,-5.596,-7.736,-8.116,-6.916,-6.506,-9.936,-9.336,-8.626,-9.266,-8.716,-8.136,-7.676,-10.236,-11.716,-11.956,-12.806,-13.856,-12.196,-9.976,-11.426,-9.816
6650,1.66,-2.42,0.1,2.36,9,-13.726,-6.176,-6.736,-6.176,-7.746,-8.126,-6.426,-6.486,-9.626,-9.816,-8.406,-9.226,-9.236,-8.646,-7.166,-10.836,-11.016,-12.536,-13.666,-14.136,-11.886,-9.946,-11.666,-10.076
5920,1.13,-2.34,0.08,1.77,9,-13.726,-5.756,-6.596,-5.686,-8.426,-7.586,-6.586,-7.266,-9.926,-8.886,-8.116,-8.426,-8.496,-7.916,-7.576,-10.176,-10.976,-11.896,-13.616,-13.726,-12.256,-10.086,-12.006,-10.196
4550,4.53,-2.49,0.2,0.82,9,-13.726,-6.366,-6.726,-5.966,-8.096,-7.816,-6.896,-7.096,-10.016,-9.396,-7.866,-9.286,-8.966,-7.926,-7.096,-10.496,-11.016,-12.026,-13.816,-14.496,-11.966,-9.986,-12.036,-10.096
5370,1.43,-2.39,0.16,1.47,9,-13.726,-6.446,-6.266,-5.396,-7.646,-8.246,-6.606,-6.876,-9.516,-9.436,-8.046,-9.096,-8.436,-8.056,-6.916,-9.956,-10.886,-12.416,-13.226,-13.596,-12.546,-9.716,-11.496,-10.446
4330,2.45,-2.45,-0.14,1.35,9,-13.726,-5.776,-6.346,-6.296,-8.506,-7.876,-6.816,-7.266,-9.186,-9.326,-8.556,-8.526,-9.026,-8.626,-7.256,-10.406,-11.676,-12.416,-13.166,-13.766,-12.526,-9.966,-12.346,-10.426
4030,4.8,-2.44,0.11,0.78,10,-13.726,-5.746,-6.316,-5.346,-8.296,-8.406,-6.656,-6.916,-9.846,-9.736,-8.186,-9.176,-8.506,-8.346,-6.826,-10.076,-11.136,-11.836,-12.826,-13.966,-12.376,-10.226,-11.586,-10.316
4440,0.16,-2.32,-0.25,1.57,10,-13.726,-5.976,-6.336,-5.666,-8.216,-8.346,-7.296,-6.576,-9.216,-9.066,-8.026,-8.586,-8.796,-7.816,-6.986,-10.036,-10.966,-12.416,-13.276,-14.106,-12.076,-9.416,-11.936,-10.336
4970,3.28,-2.46,0.01,1.16,10,-13.726,-6.206,-6.826,-5.546,-8.126,-7.666,-7.336,-6.606,-9.806,-9.006,-7.756,-9.396,-8.396,-7.966,-6.886,-10.626,-11.766,-12.186,-13.326,-13.856,-12.356,-10.056,-12.146,-10.096
5800,2.48,-2.34,-0.27,1.54,10,-13.726,-6.136,-6.516,-6.146,-8.206,-7.656,-7.016,-6.846,-9.616,-9.016,-8.386,-9.356,-8.626,-7.706,-7.076,-10.416,-11.366,-12.016,-13.566,-13.896,-12.536,-9.826,-11.336,-10.346
4520,3.27,-2.33,-0.06,1.19,10,-13.726,-5.546,-6.216,-5.186,-8.416,-7.846,-7.276,-7.036,-9.496,-9.566,-7.676,-8.596,-8.666,-8.576,-6.676,-10.346,-11.086,-11.886,-12.896,-13.416,-12.096,-9.536,-11.636,-10.086
5830,3.2,-2.43,0.29,1.46,2,-13.716,-6.466,-6.686,-5.556,-7.946,-8.436,-6.656,-7.266,-10.036,-9.016,-7.806,-8.636,-8.356,-8.566,-7.206,-10.376,-11.026,-11.986,-13.356,-14.296,-11.766,-10.146,-11.456,-10.066
4140,0.89,-2.32,-0.12,1.6,2,-13.716,-5.656,-6.656,-6.156,-7.936,-8.226,-6.986,-6.416,-9.066,-9.636,-8.066,-9.016,-8.436,-8.526,-6.836,-10.786,-10.796,-11.986,-13.676,-13.456,-12.536,-9.316,-11.376,-10.286
